puzzleDate,difficulty,solutionGrid,staticCells
7/4/2026,Hard,"[
 [""R"", ""E"", ""A"", ""C"", ""H""],
 [""E"", null, ""V"", null, ""O""],
 [""A"", ""N"", ""E"", ""A"", ""R""],
 [""L"", null, ""R"", null, ""S""],
 [""M"", ""E"", ""T"", ""R"", ""E""]
    ]","[
      [false, false, true, false, false],
      [true, null, false, null, true],
      [false, false, false, true, true],
      [true, null, false, null, false],
      [false, true, true, true, false]
    ]"
7/5/2026,Easy,"[
 [""S"", ""H"", ""A"", ""W"", ""L""],
 [""I"", null, ""B"", null, ""A""],
 [""G"", ""R"", ""A"", ""V"", ""Y""],
 [""M"", null, ""T"", null, ""E""],
 [""A"", ""N"", ""E"", ""A"", ""R""]
    ]","[
      [true, false, true, true, true],
      [false, null, true, null, false],
      [false, false, true, false, true],
      [true, null, false, null, false],
      [true, true, false, true, true]
    ]"
7/5/2026,Medium,"[
 [""C"", ""L"", ""O"", ""U"", ""T""],
 [""R"", null, ""U"", null, ""O""],
 [""E"", ""X"", ""T"", ""R"", ""A""],
 [""M"", null, ""E"", null, ""S""],
 [""E"", ""G"", ""R"", ""E"", ""T""]
    ]","[
      [true, true, false, true, true],
      [false, null, true, null, false],
      [false, true, true, false, false],
      [true, null, false, null, true],
      [true, true, true, false, false]
    ]"
7/5/2026,Hard,"[
 [""S"", ""W"", ""O"", ""R"", ""D""],
 [""T"", null, ""C"", null, ""O""],
 [""E"", ""X"", ""C"", ""O"", ""N""],
 [""E"", null, ""U"", null, ""O""],
 [""P"", ""U"", ""R"", ""E"", ""R""]
    ]","[
      [true, false, false, true, false],
      [false, null, false, null, false],
      [false, true, false, true, false],
      [true, null, true, null, true],
      [true, true, false, false, false]
    ]"
7/6/2026,Easy,"[
 [""S"", ""L"", ""I"", ""C"", ""K""],
 [""W"", null, ""V"", null, ""N""],
 [""E"", ""L"", ""O"", ""P"", ""E""],
 [""P"", null, ""R"", null, ""L""],
 [""T"", ""R"", ""Y"", ""S"", ""T""]
    ]","[
      [true, true, false, false, true],
      [false, null, false, null, false],
      [true, true, true, false, true],
      [true, null, true, null, false],
      [true, false, true, true, true]
    ]"
7/6/2026,Medium,"[
 [""H"", ""E"", ""A"", ""T"", ""H""],
 [""Y"", null, ""N"", null, ""A""],
 [""P"", ""O"", ""N"", ""D"", ""S""],
 [""E"", null, ""O"", null, ""T""],
 [""R"", ""H"", ""Y"", ""M"", ""E""]
    ]","[
      [false, false, false, true, false],
      [true, null, false, null, true],
      [false, false, true, false, true],
      [false, null, false, null, false],
      [true, false, true, true, true]
    ]"
7/6/2026,Hard,"[
 [""D"", ""O"", ""U"", ""G"", ""H""],
 [""E"", null, ""S"", null, ""O""],
 [""C"", ""R"", ""U"", ""M"", ""B""],
 [""A"", null, ""A"", null, ""B""],
 [""L"", ""O"", ""L"", ""L"", ""Y""]
    ]","[
      [true, false, false, true, false],
      [false, null, false, null, true],
      [true, true, true, true, false],
      [false, null, true, null, false],
      [false, false, false, true, true]
    ]"
7/7/2026,Easy,"[
 [""M"", ""I"", ""G"", ""H"", ""T""],
 [""I"", null, ""R"", null, ""I""],
 [""M"", ""O"", ""O"", ""L"", ""A""],
 [""I"", null, ""U"", null, ""R""],
 [""C"", ""O"", ""T"", ""T"", ""A""]
    ]","[
      [true, true, true, true, true],
      [false, null, false, null, false],
      [false, true, true, true, true],
      [true, null, true, null, false],
      [true, false, false, false, true]
    ]"
7/7/2026,Medium,"[
 [""V"", ""I"", ""D"", ""E"", ""O""],
 [""I"", null, ""E"", null, ""L""],
 [""V"", ""I"", ""N"", ""E"", ""D""],
 [""I"", null, ""S"", null, ""E""],
 [""D"", ""R"", ""E"", ""A"", ""R""]
    ]","[
      [true, false, true, false, false],
      [false, null, false, null, false],
      [true, false, true, true, true],
      [false, null, true, null, true],
      [true, false, false, true, true]
    ]"
7/7/2026,Hard,"[
 [""C"", ""A"", ""N"", ""D"", ""Y""],
 [""U"", null, ""I"", null, ""E""],
 [""R"", ""E"", ""C"", ""T"", ""A""],
 [""S"", null, ""E"", null, ""S""],
 [""E"", ""G"", ""R"", ""E"", ""T""]
    ]","[
      [true, true, false, false, false],
      [true, null, false, null, true],
      [false, true, true, false, true],
      [false, null, false, null, true],
      [true, false, false, false, true]
    ]"
7/8/2026,Easy,"[
 [""C"", ""H"", ""A"", ""F"", ""E""],
 [""O"", null, ""C"", null, ""T""],
 [""M"", ""A"", ""T"", ""C"", ""H""],
 [""M"", null, ""O"", null, ""E""],
 [""A"", ""I"", ""R"", ""E"", ""R""]
    ]","[
      [true, false, true, false, true],
      [false, null, false, null, false],
      [false, true, true, true, false],
      [false, null, true, null, false],
      [true, true, false, true, true]
    ]"
7/8/2026,Medium,"[
 [""A"", ""L"", ""I"", ""G"", ""N""],
 [""C"", null, ""O"", null, ""A""],
 [""T"", ""O"", ""N"", ""E"", ""D""],
 [""O"", null, ""I"", null, ""I""],
 [""R"", ""E"", ""C"", ""U"", ""R""]
    ]","[
      [true, false, false, true, true],
      [false, null, false, null, false],
      [false, false, true, true, true],
      [false, null, true, null, false],
      [true, false, false, false, true]
    ]"
7/8/2026,Hard,"[
 [""G"", ""O"", ""U"", ""R"", ""D""],
 [""L"", null, ""L"", null, ""I""],
 [""O"", ""C"", ""C"", ""U"", ""R""],
 [""A"", null, ""E"", null, ""G""],
 [""T"", ""H"", ""R"", ""E"", ""E""]
    ]","[
      [true, false, true, false, true],
      [false, null, true, null, true],
      [true, false, false, true, false],
      [false, null, false, null, true],
      [false, false, false, false, false]
    ]"
7/9/2026,Easy,"[
 [""T"", ""H"", ""O"", ""R"", ""N""],
 [""R"", null, ""N"", null, ""E""],
 [""I"", ""S"", ""S"", ""U"", ""E""],
 [""E"", null, ""E"", null, ""D""],
 [""D"", ""I"", ""T"", ""T"", ""Y""]
    ]","[
      [true, true, false, false, true],
      [true, null, false, null, false],
      [false, false, true, true, false],
      [false, null, false, null, false],
      [true, true, true, true, true]
    ]"
7/9/2026,Medium,"[
 [""F"", ""R"", ""A"", ""U"", ""D""],
 [""I"", null, ""B"", null, ""R""],
 [""B"", ""U"", ""B"", ""B"", ""A""],
 [""R"", null, ""O"", null, ""I""],
 [""E"", ""A"", ""T"", ""E"", ""N""]
    ]","[
      [true, true, false, false, true],
      [false, null, false, null, false],
      [false, true, true, true, true],
      [true, null, false, null, true],
      [true, false, true, false, false]
    ]"
7/9/2026,Hard,"[
 [""U"", ""N"", ""L"", ""I"", ""T""],
 [""N"", null, ""E"", null, ""A""],
 [""M"", ""E"", ""A"", ""N"", ""T""],
 [""E"", null, ""R"", null, ""T""],
 [""T"", ""A"", ""N"", ""G"", ""Y""]
    ]","[
      [true, false, true, true, true],
      [false, null, false, null, false],
      [false, false, true, false, true],
      [true, null, false, null, false],
      [true, false, false, true, true]
    ]"
7/10/2026,Easy,"[
 [""G"", ""L"", ""O"", ""V"", ""E""],
 [""U"", null, ""M"", null, ""R""],
 [""E"", ""N"", ""E"", ""M"", ""A""],
 [""S"", null, ""G"", null, ""S""],
 [""T"", ""R"", ""A"", ""D"", ""E""]
    ]","[
      [true, false, false, false, true],
      [true, null, false, null, true],
      [false, true, true, true, false],
      [false, null, true, null, true],
      [true, false, true, true, true]
    ]"
7/10/2026,Medium,"[
 [""B"", ""E"", ""A"", ""R"", ""D""],
 [""E"", null, ""R"", null, ""U""],
 [""G"", ""R"", ""O"", ""S"", ""S""],
 [""A"", null, ""M"", null, ""K""],
 [""T"", ""E"", ""A"", ""R"", ""Y""]
    ]","[
      [true, false, false, false, true],
      [true, null, true, null, false],
      [true, false, true, false, false],
      [true, null, false, null, false],
      [true, false, true, true, true]
    ]"
7/10/2026,Hard,"[
 [""R"", ""A"", ""T"", ""T"", ""Y""],
 [""A"", null, ""R"", null, ""I""],
 [""N"", ""A"", ""I"", ""V"", ""E""],
 [""G"", null, ""T"", null, ""L""],
 [""E"", ""M"", ""E"", ""N"", ""D""]
    ]","[
      [false, false, false, false, true],
      [false, null, true, null, false],
      [true, false, false, false, true],
      [true, null, true, null, false],
      [true, true, true, false, false]
    ]"
7/11/2026,Easy,"[
 [""B"", ""L"", ""A"", ""R"", ""E""],
 [""L"", null, ""P"", null, ""N""],
 [""E"", ""E"", ""R"", ""I"", ""E""],
 [""E"", null, ""O"", null, ""M""],
 [""D"", ""I"", ""N"", ""G"", ""Y""]
    ]","[
      [true, false, true, false, true],
      [true, null, false, null, true],
      [false, true, true, false, true],
      [true, null, true, null, true],
      [true, false, false, false, true]
    ]"
7/11/2026,Medium,"[
 [""S"", ""H"", ""O"", ""R"", ""N""],
 [""T"", null, ""U"", null, ""O""],
 [""A"", ""S"", ""T"", ""R"", ""O""],
 [""I"", null, ""G"", null, ""S""],
 [""D"", ""I"", ""O"", ""D"", ""E""]
    ]","[
      [true, true, false, true, false],
      [false, null, false, null, false],
      [false, false, true, true, false],
      [true, null, true, null, true],
      [true, false, false, false, true]
    ]"
7/11/2026,Hard,"[
 [""C"", ""R"", ""A"", ""N"", ""K""],
 [""H"", null, ""D"", null, ""H""],
 [""A"", ""R"", ""U"", ""B"", ""A""],
 [""R"", null, ""L"", null, ""K""],
 [""T"", ""U"", ""T"", ""T"", ""I""]
    ]","[
      [true, false, false, false, true],
      [true, null, false, null, true],
      [true, true, false, false, true],
      [false, null, true, null, false],
      [false, false, true, false, true]
    ]"
7/12/2026,Easy,"[
 [""A"", ""H"", ""E"", ""A"", ""D""],
 [""B"", null, ""N"", null, ""R""],
 [""B"", ""U"", ""E"", ""N"", ""A""],
 [""O"", null, ""M"", null, ""K""],
 [""T"", ""R"", ""A"", ""C"", ""E""]
    ]","[
      [true, false, false, true, true],
      [false, null, true, null, false],
      [false, true, true, true, false],
      [true, null, false, null, false],
      [true, false, false, true, true]
    ]"
7/12/2026,Medium,"[
 [""H"", ""E"", ""A"", ""D"", ""Y""],
 [""I"", null, ""F"", null, ""I""],
 [""N"", ""A"", ""I"", ""V"", ""E""],
 [""G"", null, ""R"", null, ""L""],
 [""E"", ""M"", ""E"", ""N"", ""D""]
    ]","[
      [true, true, true, false, true],
      [true, null, false, null, true],
      [true, false, true, false, true],
      [false, null, false, null, false],
      [true, false, false, true, true]
    ]"
7/12/2026,Hard,"[
 [""C"", ""R"", ""O"", ""N"", ""E""],
 [""L"", null, ""L"", null, ""L""],
 [""O"", ""X"", ""I"", ""D"", ""E""],
 [""U"", null, ""V"", null, ""C""],
 [""T"", ""H"", ""E"", ""F"", ""T""]
    ]","[
      [true, false, false, false, true],
      [false, null, true, null, false],
      [true, false, false, false, false],
      [true, null, true, null, true],
      [false, true, false, true, true]
    ]"
7/13/2026,Easy,"[
 [""J"", ""U"", ""R"", ""O"", ""R""],
 [""O"", null, ""E"", null, ""H""],
 [""I"", ""M"", ""P"", ""L"", ""Y""],
 [""S"", null, ""E"", null, ""M""],
 [""T"", ""U"", ""L"", ""L"", ""E""]
    ]","[
      [true, false, false, false, true],
      [false, null, false, null, true],
      [false, false, true, true, false],
      [false, null, true, null, true],
      [true, true, true, false, true]
    ]"
7/13/2026,Medium,"[
 [""C"", ""O"", ""U"", ""P"", ""E""],
 [""A"", null, ""S"", null, ""N""],
 [""P"", ""A"", ""U"", ""S"", ""E""],
 [""E"", null, ""R"", null, ""M""],
 [""R"", ""E"", ""P"", ""L"", ""Y""]
    ]","[
      [true, false, true, true, true],
      [false, null, true, null, false],
      [true, false, true, false, true],
      [true, null, false, null, false],
      [true, false, false, false, true]
    ]"
7/13/2026,Hard,"[
 [""C"", ""L"", ""U"", ""N"", ""G""],
 [""R"", null, ""T"", null, ""R""],
 [""U"", ""L"", ""T"", ""R"", ""A""],
 [""S"", null, ""E"", null, ""V""],
 [""H"", ""O"", ""R"", ""D"", ""E""]
    ]","[
      [true, true, true, false, true],
      [true, null, false, null, true],
      [false, false, true, true, true],
      [false, null, true, null, false],
      [false, false, false, false, false]
    ]"
7/14/2026,Easy,"[
 [""S"", ""M"", ""O"", ""K"", ""Y""],
 [""T"", null, ""N"", null, ""I""],
 [""I"", ""S"", ""S"", ""U"", ""E""],
 [""N"", null, ""E"", null, ""L""],
 [""K"", ""I"", ""T"", ""E"", ""D""]
    ]","[
      [true, false, false, false, true],
      [false, null, true, null, true],
      [false, false, true, false, false],
      [true, null, true, null, true],
      [true, true, false, true, true]
    ]"
7/14/2026,Medium,"[
 [""L"", ""O"", ""D"", ""G"", ""E""],
 [""I"", null, ""A"", null, ""A""],
 [""B"", ""R"", ""I"", ""N"", ""G""],
 [""E"", null, ""R"", null, ""E""],
 [""L"", ""A"", ""Y"", ""E"", ""R""]
    ]","[
      [true, false, false, false, true],
      [true, null, false, null, true],
      [false, false, true, false, true],
      [false, null, false, null, false],
      [true, true, false, false, true]
    ]"
7/14/2026,Hard,"[
 [""T"", ""H"", ""R"", ""E"", ""W""],
 [""I"", null, ""A"", null, ""H""],
 [""G"", ""O"", ""N"", ""Z"", ""O""],
 [""H"", null, ""D"", null, ""S""],
 [""T"", ""H"", ""Y"", ""M"", ""E""]
    ]","[
      [true, false, false, true, true],
      [false, null, false, null, false],
      [false, true, true, false, false],
      [true, null, false, null, false],
      [true, false, true, true, true]
    ]"
7/15/2026,Easy,"[
 [""C"", ""R"", ""E"", ""S"", ""S""],
 [""U"", null, ""L"", null, ""T""],
 [""R"", ""A"", ""I"", ""S"", ""E""],
 [""L"", null, ""D"", null, ""E""],
 [""Y"", ""I"", ""E"", ""L"", ""D""]
    ]","[
      [true, false, true, false, true],
      [false, null, true, null, false],
      [false, false, true, false, true],
      [true, null, true, null, true],
      [true, false, false, false, true]
    ]"
7/15/2026,Medium,"[
 [""V"", ""I"", ""G"", ""I"", ""L""],
 [""E"", null, ""A"", null, ""A""],
 [""R"", ""E"", ""M"", ""I"", ""T""],
 [""G"", null, ""E"", null, ""H""],
 [""E"", ""E"", ""R"", ""I"", ""E""]
    ]","[
      [true, true, true, false, true],
      [false, null, false, null, true],
      [true, false, true, true, false],
      [false, null, true, null, true],
      [true, false, false, false, true]
    ]"
7/15/2026,Hard,"[
 [""C"", ""H"", ""U"", ""R"", ""N""],
 [""L"", null, ""L"", null, ""O""],
 [""O"", ""C"", ""T"", ""E"", ""T""],
 [""T"", null, ""R"", null, ""C""],
 [""H"", ""E"", ""A"", ""T"", ""H""]
    ]","[
      [true, false, false, true, true],
      [false, null, true, null, false],
      [true, true, true, false, false],
      [false, null, false, null, false],
      [true, false, true, false, false]
    ]"
7/16/2026,Easy,"[
 [""A"", ""W"", ""A"", ""R"", ""D""],
 [""S"", null, ""O"", null, ""E""],
 [""S"", ""H"", ""R"", ""U"", ""B""],
 [""E"", null, ""T"", null, ""U""],
 [""T"", ""W"", ""A"", ""N"", ""G""]
    ]","[
      [true, false, false, false, true],
      [false, null, false, null, true],
      [true, true, true, false, true],
      [true, null, true, null, true],
      [true, false, false, false, true]
    ]"
7/16/2026,Medium,"[
 [""B"", ""L"", ""E"", ""E"", ""P""],
 [""E"", null, ""L"", null, ""A""],
 [""G"", ""U"", ""I"", ""L"", ""T""],
 [""I"", null, ""D"", null, ""S""],
 [""N"", ""E"", ""E"", ""D"", ""Y""]
    ]","[
      [true, true, true, false, true],
      [false, null, false, null, false],
      [true, true, true, false, false],
      [false, null, false, null, true],
      [true, false, false, false, true]
    ]"
7/16/2026,Hard,"[
 [""C"", ""O"", ""A"", ""S"", ""T""],
 [""H"", null, ""B"", null, ""R""],
 [""A"", ""L"", ""I"", ""B"", ""I""],
 [""L"", null, ""D"", null, ""A""],
 [""K"", ""N"", ""E"", ""E"", ""L""]
    ]","[
      [false, false, true, false, false],
      [false, null, false, null, true],
      [true, true, true, true, false],
      [false, null, false, null, true],
      [true, false, false, false, false]
    ]"
7/17/2026,Easy,"[
 [""I"", ""V"", ""O"", ""R"", ""Y""],
 [""L"", null, ""R"", null, ""A""],
 [""I"", ""O"", ""D"", ""I"", ""C""],
 [""A"", null, ""E"", null, ""H""],
 [""C"", ""A"", ""R"", ""A"", ""T""]
    ]","[
      [true, false, false, true, true],
      [true, null, true, null, false],
      [false, true, true, false, false],
      [true, null, true, null, false],
      [true, false, false, false, true]
    ]"
7/17/2026,Medium,"[
 [""A"", ""N"", ""N"", ""U"", ""L""],
 [""B"", null, ""I"", null, ""E""],
 [""H"", ""E"", ""N"", ""C"", ""E""],
 [""O"", null, ""J"", null, ""C""],
 [""R"", ""E"", ""A"", ""C"", ""H""]
    ]","[
      [true, true, false, true, true],
      [false, null, false, null, true],
      [false, true, false, false, false],
      [false, null, false, null, true],
      [false, true, false, true, true]
    ]"
7/17/2026,Hard,"[
 [""T"", ""W"", ""E"", ""E"", ""D""],
 [""E"", null, ""L"", null, ""I""],
 [""R"", ""A"", ""D"", ""A"", ""R""],
 [""R"", null, ""E"", null, ""T""],
 [""A"", ""R"", ""R"", ""A"", ""Y""]
    ]","[
      [false, true, true, false, true],
      [false, null, false, null, true],
      [true, true, true, false, false],
      [false, null, false, null, false],
      [true, false, true, false, false]
    ]"
7/18/2026,Easy,"[
 [""E"", ""R"", ""E"", ""C"", ""T""],
 [""R"", null, ""B"", null, ""I""],
 [""A"", ""L"", ""O"", ""N"", ""G""],
 [""S"", null, ""N"", null, ""H""],
 [""E"", ""G"", ""Y"", ""P"", ""T""]
    ]","[
      [true, true, false, false, true],
      [false, null, false, null, true],
      [false, true, true, true, false],
      [false, null, true, null, false],
      [true, false, false, true, true]
    ]"
7/18/2026,Medium,"[
 [""S"", ""T"", ""O"", ""N"", ""Y""],
 [""W"", null, ""V"", null, ""I""],
 [""O"", ""B"", ""E"", ""S"", ""E""],
 [""R"", null, ""R"", null, ""L""],
 [""N"", ""O"", ""T"", ""E"", ""D""]
    ]","[
      [true, false, false, true, true],
      [false, null, true, null, true],
      [true, false, true, true, false],
      [true, null, false, null, false],
      [false, false, true, false, true]
    ]"
7/18/2026,Hard,"[
 [""C"", ""O"", ""C"", ""O"", ""A""],
 [""I"", null, ""L"", null, ""S""],
 [""D"", ""E"", ""A"", ""T"", ""H""],
 [""E"", null, ""I"", null, ""E""],
 [""R"", ""A"", ""M"", ""E"", ""N""]
    ]","[
      [false, true, true, false, true],
      [false, null, true, null, false],
      [true, false, false, false, false],
      [true, null, true, null, true],
      [false, true, false, false, true]
    ]"
7/19/2026,Easy,"[
 [""G"", ""E"", ""E"", ""S"", ""E""],
 [""R"", null, ""R"", null, ""R""],
 [""E"", ""E"", ""R"", ""I"", ""E""],
 [""E"", null, ""O"", null, ""C""],
 [""D"", ""U"", ""R"", ""S"", ""T""]
    ]","[
      [true, false, true, true, true],
      [true, null, true, null, false],
      [false, false, true, true, false],
      [true, null, true, null, false],
      [true, true, false, false, true]
    ]"
7/19/2026,Medium,"[
 [""A"", ""R"", ""T"", ""S"", ""Y""],
 [""N"", null, ""R"", null, ""E""],
 [""G"", ""U"", ""A"", ""V"", ""A""],
 [""L"", null, ""I"", null, ""R""],
 [""E"", ""L"", ""L"", ""E"", ""N""]
    ]","[
      [true, false, true, false, true],
      [true, null, false, null, false],
      [false, false, true, true, false],
      [false, null, true, null, true],
      [true, false, false, false, false]
    ]"
7/19/2026,Hard,"[
 [""R"", ""O"", ""U"", ""G"", ""H""],
 [""E"", null, ""N"", null, ""A""],
 [""B"", ""I"", ""D"", ""E"", ""R""],
 [""U"", null, ""U"", null, ""R""],
 [""S"", ""E"", ""E"", ""D"", ""Y""]
    ]","[
      [false, false, false, true, true],
      [true, null, false, null, false],
      [false, false, true, false, true],
      [true, null, true, null, false],
      [false, false, true, true, true]
    ]"
7/20/2026,Easy,"[
 [""P"", ""L"", ""U"", ""M"", ""E""],
 [""A"", null, ""T"", null, ""L""],
 [""T"", ""R"", ""I"", ""P"", ""E""],
 [""I"", null, ""L"", null, ""C""],
 [""O"", ""V"", ""E"", ""R"", ""T""]
    ]","[
      [true, true, false, false, true],
      [false, null, false, null, true],
      [true, true, true, false, false],
      [false, null, true, null, false],
      [true, false, false, true, true]
    ]"
7/20/2026,Medium,"[
 [""C"", ""L"", ""E"", ""A"", ""N""],
 [""H"", null, ""R"", null, ""U""],
 [""E"", ""G"", ""R"", ""E"", ""T""],
 [""E"", null, ""O"", null, ""T""],
 [""K"", ""E"", ""R"", ""R"", ""Y""]
    ]","[
      [true, true, true, true, false],
      [false, null, true, null, true],
      [false, false, true, false, true],
      [false, null, false, null, true],
      [false, false, true, false, true]
    ]"
7/20/2026,Hard,"[
 [""V"", ""O"", ""I"", ""C"", ""E""],
 [""E"", null, ""N"", null, ""N""],
 [""R"", ""U"", ""P"", ""E"", ""E""],
 [""V"", null, ""U"", null, ""M""],
 [""E"", ""N"", ""T"", ""R"", ""Y""]
    ]","[
      [true, false, false, true, true],
      [true, null, false, null, false],
      [false, true, true, true, true],
      [false, null, false, null, false],
      [true, false, false, false, true]
    ]"
7/21/2026,Easy,"[
 [""S"", ""H"", ""A"", ""K"", ""E""],
 [""H"", null, ""B"", null, ""X""],
 [""A"", ""R"", ""O"", ""M"", ""A""],
 [""L"", null, ""D"", null, ""L""],
 [""T"", ""H"", ""E"", ""F"", ""T""]
    ]","[
      [true, false, false, false, true],
      [false, null, true, null, true],
      [false, false, true, true, false],
      [true, null, true, null, false],
      [true, false, true, false, true]
    ]"
7/21/2026,Medium,"[
 [""H"", ""A"", ""U"", ""T"", ""E""],
 [""A"", null, ""L"", null, ""X""],
 [""T"", ""I"", ""T"", ""L"", ""E""],
 [""E"", null, ""R"", null, ""R""],
 [""R"", ""O"", ""A"", ""S"", ""T""]
    ]","[
      [true, false, false, false, true],
      [false, null, true, null, true],
      [false, false, true, true, true],
      [false, null, true, null, true],
      [true, false, false, true, true]
    ]"
7/21/2026,Hard,"[
 [""C"", ""R"", ""A"", ""M"", ""P""],
 [""H"", null, ""B"", null, ""U""],
 [""I"", ""K"", ""O"", ""N"", ""S""],
 [""C"", null, ""R"", null, ""H""],
 [""K"", ""I"", ""T"", ""T"", ""Y""]
    ]","[
      [false, true, false, true, true],
      [true, null, false, null, false],
      [false, false, true, true, true],
      [false, null, false, null, true],
      [true, false, false, true, false]
    ]"
7/22/2026,Easy,"[
 [""V"", ""A"", ""P"", ""I"", ""D""],
 [""A"", null, ""E"", null, ""E""],
 [""L"", ""A"", ""N"", ""A"", ""I""],
 [""O"", null, ""C"", null, ""T""],
 [""R"", ""E"", ""E"", ""D"", ""Y""]
    ]","[
      [true, true, false, true, true],
      [false, null, true, null, true],
      [false, false, true, false, false],
      [true, null, false, null, false],
      [true, true, false, false, true]
    ]"
7/22/2026,Medium,"[
 [""B"", ""E"", ""V"", ""E"", ""L""],
 [""U"", null, ""I"", null, ""O""],
 [""R"", ""E"", ""N"", ""E"", ""W""],
 [""N"", null, ""Y"", null, ""L""],
 [""T"", ""A"", ""L"", ""L"", ""Y""]
    ]","[
      [true, false, false, false, true],
      [false, null, false, null, false],
      [true, false, true, true, true],
      [false, null, false, null, false],
      [true, false, true, true, true]
    ]"
7/22/2026,Hard,"[
 [""R"", ""O"", ""A"", ""C"", ""H""],
 [""A"", null, ""S"", null, ""O""],
 [""M"", ""I"", ""S"", ""E"", ""R""],
 [""E"", null, ""E"", null, ""N""],
 [""N"", ""U"", ""T"", ""T"", ""Y""]
    ]","[
      [false, false, false, true, true],
      [true, null, false, null, true],
      [true, false, true, false, false],
      [false, null, false, null, false],
      [false, false, true, false, true]
    ]"
7/23/2026,Easy,"[
 [""S"", ""P"", ""I"", ""R"", ""E""],
 [""E"", null, ""D"", null, ""B""],
 [""V"", ""O"", ""L"", ""V"", ""O""],
 [""E"", null, ""E"", null, ""N""],
 [""N"", ""E"", ""R"", ""D"", ""Y""]
    ]","[
      [true, false, false, false, true],
      [true, null, true, null, false],
      [false, false, true, true, true],
      [true, null, false, null, false],
      [true, true, true, true, true]
    ]"
7/23/2026,Medium,"[
 [""S"", ""H"", ""O"", ""A"", ""L""],
 [""P"", null, ""W"", null, ""O""],
 [""R"", ""O"", ""N"", ""D"", ""O""],
 [""I"", null, ""E"", null, ""P""],
 [""G"", ""I"", ""R"", ""L"", ""Y""]
    ]","[
      [true, false, true, false, true],
      [false, null, false, null, true],
      [true, false, false, true, true],
      [false, null, false, null, false],
      [true, true, true, true, true]
    ]"
7/23/2026,Hard,"[
 [""T"", ""U"", ""B"", ""E"", ""R""],
 [""A"", null, ""R"", null, ""E""],
 [""S"", ""T"", ""O"", ""L"", ""E""],
 [""T"", null, ""I"", null, ""D""],
 [""Y"", ""O"", ""L"", ""K"", ""Y""]
    ]","[
      [true, true, false, true, false],
      [false, null, true, null, false],
      [true, true, true, false, true],
      [false, null, true, null, true],
      [false, false, false, false, false]
    ]"
7/24/2026,Easy,"[
 [""M"", ""O"", ""V"", ""I"", ""E""],
 [""I"", null, ""I"", null, ""V""],
 [""C"", ""I"", ""S"", ""C"", ""O""],
 [""R"", null, ""T"", null, ""K""],
 [""O"", ""V"", ""A"", ""T"", ""E""]
    ]","[
      [true, true, false, false, true],
      [false, null, false, null, false],
      [true, true, true, false, false],
      [true, null, false, null, true],
      [true, false, true, true, true]
    ]"
7/24/2026,Medium,"[
 [""H"", ""A"", ""T"", ""E"", ""R""],
 [""E"", null, ""H"", null, ""I""],
 [""R"", ""E"", ""R"", ""U"", ""N""],
 [""O"", null, ""O"", null, ""S""],
 [""N"", ""O"", ""B"", ""L"", ""E""]
    ]","[
      [true, true, true, false, true],
      [false, null, false, null, true],
      [false, false, true, true, false],
      [false, null, true, null, false],
      [true, false, false, false, true]
    ]"
7/24/2026,Hard,"[
 [""T"", ""U"", ""M"", ""O"", ""R""],
 [""R"", null, ""I"", null, ""U""],
 [""A"", ""N"", ""N"", ""U"", ""M""],
 [""S"", null, ""I"", null, ""O""],
 [""H"", ""U"", ""M"", ""O"", ""R""]
    ]","[
      [false, false, true, false, false],
      [false, null, false, null, false],
      [true, false, true, false, false],
      [true, null, true, null, true],
      [true, false, true, true, true]
    ]"
7/25/2026,Easy,"[
 [""T"", ""R"", ""A"", ""M"", ""P""],
 [""H"", null, ""M"", null, ""R""],
 [""U"", ""T"", ""E"", ""R"", ""I""],
 [""M"", null, ""N"", null, ""O""],
 [""B"", ""I"", ""D"", ""E"", ""R""]
    ]","[
      [true, false, true, true, true],
      [false, null, true, null, true],
      [false, true, true, true, false],
      [false, null, true, null, false],
      [true, false, true, false, true]
    ]"
7/25/2026,Medium,"[
 [""S"", ""W"", ""I"", ""S"", ""H""],
 [""T"", null, ""N"", null, ""U""],
 [""O"", ""C"", ""T"", ""E"", ""T""],
 [""L"", null, ""E"", null, ""C""],
 [""E"", ""A"", ""R"", ""T"", ""H""]
    ]","[
      [true, true, false, true, true],
      [false, null, false, null, false],
      [true, false, true, false, false],
      [true, null, false, null, false],
      [true, false, false, true, true]
    ]"
7/25/2026,Hard,"[
 [""F"", ""I"", ""L"", ""E"", ""R""],
 [""R"", null, ""E"", null, ""U""],
 [""E"", ""M"", ""E"", ""N"", ""D""],
 [""S"", null, ""R"", null, ""D""],
 [""H"", ""A"", ""Y"", ""E"", ""Y""]
    ]","[
      [false, true, false, true, true],
      [true, null, false, null, false],
      [false, false, true, false, true],
      [false, null, false, null, false],
      [true, false, false, false, true]
    ]"
7/26/2026,Easy,"[
 [""S"", ""L"", ""E"", ""E"", ""K""],
 [""T"", null, ""N"", null, ""N""],
 [""O"", ""P"", ""E"", ""R"", ""A""],
 [""O"", null, ""M"", null, ""V""],
 [""D"", ""R"", ""A"", ""K"", ""E""]
    ]","[
      [true, true, false, false, true],
      [true, null, false, null, false],
      [true, false, true, false, false],
      [true, null, true, null, false],
      [true, true, false, false, true]
    ]"
